Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
4/19/2021,661,6,57,120,161,140,122,73,33,9,3,0,358,299,4,160,27,207,113,32,122,0,0,1,0,1,2,0,2,0,2,4,0,2,0,3,1,0,0,2,4,3,11,20,9,4,4,0,27,30,0,7,0,30,12,3,5
1/10/2021,497,17,69,62,122,94,77,65,39,23,15,0,260,232,5,112,20,79,141,31,114,0,0,1,0,1,2,6,7,0,6,11,0,5,1,3,8,0,0,2,8,3,12,6,17,10,11,0,38,31,0,21,3,26,12,3,4
6/20/2020,125,10,20,18,32,18,21,19,5,9,3,0,65,60,0,69,1,16,18,4,17,0,0,1,0,2,2,1,4,0,3,7,0,8,0,1,1,0,0,3,3,3,1,3,3,1,3,0,11,9,0,11,0,6,2,1,0
5/23/2020,327,30,90,31,63,58,54,54,35,18,14,0,176,150,1,124,8,71,34,13,77,0,1,1,1,2,4,9,12,0,16,14,0,10,0,9,11,0,0,3,8,7,14,11,22,9,16,0,37,53,0,33,3,37,7,3,7
8/6/2020,349,4,22,38,113,73,52,31,22,11,9,0,179,169,1,138,6,83,77,15,30,0,0,0,0,0,2,1,1,0,3,1,0,1,1,1,1,0,0,1,6,1,1,6,2,1,4,0,12,10,0,5,0,10,6,1,0
8/20/2020,423,3,22,48,120,86,64,58,33,10,4,0,236,185,2,176,8,69,104,17,49,0,0,0,1,0,2,0,0,0,2,1,0,2,0,0,1,0,0,0,4,5,4,3,4,1,1,0,12,10,0,11,1,4,6,0,0
5/26/2020,755,23,77,61,161,129,138,128,76,40,22,0,394,354,7,360,15,118,62,35,165,0,0,0,0,2,8,9,4,0,8,15,0,7,1,12,3,0,0,2,4,6,8,27,12,9,9,0,42,35,0,27,1,29,14,1,5
3/9/2021,329,5,27,42,106,61,37,39,20,12,12,0,164,164,1,69,14,55,84,34,73,0,0,0,0,3,0,1,1,0,4,1,0,1,0,3,1,0,0,1,1,4,4,6,4,6,1,0,18,9,0,6,1,11,4,2,3
5/5/2020,1090,57,154,53,206,206,218,206,125,49,27,0,549,502,39,493,16,162,95,50,274,0,1,1,1,0,10,17,27,0,26,31,0,17,5,21,13,0,1,1,12,13,18,37,34,22,17,0,73,80,1,56,7,56,23,12,0
6/3/2020,280,21,54,23,61,47,41,44,32,18,14,0,153,126,1,111,3,67,26,17,56,0,2,0,0,0,1,9,9,0,10,11,0,9,0,8,4,0,0,1,7,5,3,4,17,9,8,0,24,30,0,13,0,29,9,0,3
2/4/2021,537,9,59,68,138,121,68,64,45,21,12,0,268,266,3,146,19,105,139,26,102,0,0,0,0,1,1,2,5,0,5,4,0,1,1,4,3,0,0,1,4,7,5,13,14,10,5,0,36,23,0,14,2,25,14,1,3
8/25/2020,412,4,32,52,120,75,69,50,27,9,9,1,224,184,4,181,7,60,90,18,56,0,0,0,0,0,0,0,4,0,1,3,0,0,1,2,1,0,0,0,4,4,3,9,6,4,2,0,15,17,0,8,0,12,8,3,1
3/20/2021,274,6,30,31,90,65,35,25,18,5,5,0,133,141,0,58,16,76,72,16,36,0,0,0,0,1,2,1,2,0,3,3,0,1,0,3,2,0,0,1,7,2,1,11,5,1,2,0,15,15,0,8,1,10,7,2,2
2/16/2021,213,5,32,24,65,30,43,22,17,8,4,0,113,99,1,41,7,37,66,12,50,0,0,0,0,0,1,3,1,0,1,4,0,2,0,2,1,0,0,0,3,2,4,6,7,5,5,0,24,8,0,7,0,17,7,1,0
8/23/2020,129,1,27,10,42,17,23,15,12,8,2,0,71,58,0,38,1,27,42,6,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,2,5,5,3,4,3,0,10,17,0,10,0,7,7,2,1
3/12/2020,21,0,8,0,6,5,2,4,3,1,0,0,6,15,0,2,0,2,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,2,0,0,4,4,0,0,1,4,3,0,0
7/10/2020,345,6,30,35,120,74,51,24,18,18,5,0,168,175,2,101,6,99,66,12,61,0,0,0,0,2,1,2,1,0,1,5,0,3,0,2,1,0,0,0,3,3,0,5,3,12,4,0,14,16,0,6,0,18,6,0,0
7/19/2020,100,2,23,14,27,23,9,14,6,6,1,0,53,46,1,26,2,32,25,3,12,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,3,2,2,5,5,2,2,2,0,12,11,0,2,0,16,4,0,1
1/12/2021,1088,12,72,139,288,189,150,133,104,50,35,0,567,516,5,335,42,201,226,52,232,0,0,0,0,4,3,4,1,0,4,8,0,4,1,5,2,0,0,1,15,10,3,6,13,14,10,0,34,38,0,21,0,34,10,4,3
2/9/2021,413,7,38,49,112,75,60,52,39,13,13,0,212,196,5,88,15,98,100,17,95,0,0,0,0,2,1,1,3,0,4,3,0,1,1,3,2,0,0,0,2,2,4,11,6,8,5,0,16,22,0,11,0,15,9,3,0
2/7/2021,211,8,43,23,47,46,30,31,14,13,7,0,110,99,2,54,8,38,59,15,37,0,0,0,0,1,1,4,2,0,3,5,0,1,1,4,2,0,0,1,6,5,3,8,7,7,6,0,22,21,0,8,1,15,12,1,6
2/10/2021,366,11,55,51,101,69,42,44,28,18,13,0,172,194,0,74,12,78,95,22,85,0,0,0,1,1,2,2,5,0,5,6,0,3,1,4,3,0,0,1,6,9,6,9,10,5,9,0,24,31,0,19,2,20,12,1,1
6/1/2020,235,21,64,21,51,35,33,35,17,17,26,0,137,97,1,88,8,50,36,10,43,0,0,0,1,2,4,4,10,0,12,9,0,6,1,10,4,0,0,2,4,11,7,9,7,11,13,0,29,35,0,19,1,28,11,0,5
3/1/2021,312,2,29,47,81,53,45,32,34,9,11,0,155,155,2,68,13,59,80,23,69,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,4,3,5,7,4,5,0,13,16,0,8,1,9,7,3,1
9/22/2020,352,2,33,43,109,70,52,36,20,12,10,0,176,172,4,152,8,47,82,8,55,0,0,0,0,1,0,0,1,0,2,0,0,1,0,1,0,0,0,0,4,4,4,6,8,5,2,0,15,18,0,15,0,10,7,1,0
1/7/2021,1382,17,92,166,364,279,188,157,148,50,30,0,679,690,13,426,48,183,344,79,302,0,0,1,0,4,3,6,3,0,6,11,0,7,1,7,2,0,0,0,5,12,8,16,20,16,15,0,44,48,0,22,4,36,21,4,5
11/26/2020,264,22,106,22,48,36,39,32,36,31,19,1,133,130,1,48,6,81,41,25,63,0,0,0,1,1,2,9,9,0,11,11,0,10,1,8,3,0,0,2,5,11,15,17,16,25,15,0,59,47,0,36,1,43,14,6,6
3/21/2021,220,4,51,28,68,42,29,24,17,8,4,0,101,119,0,42,10,50,72,11,35,0,0,0,0,0,1,0,3,0,2,2,0,1,1,0,2,0,0,1,6,7,4,8,9,9,7,0,31,20,0,10,1,24,14,1,1
4/3/2021,462,9,47,59,128,111,68,50,28,12,6,0,232,229,1,101,19,100,138,25,79,0,0,0,1,2,1,2,3,0,3,6,0,4,1,3,1,0,0,0,3,5,8,6,8,12,5,0,20,27,0,8,0,21,15,2,1
3/17/2021,474,9,34,48,161,99,69,49,35,9,4,0,238,234,2,89,25,100,138,28,94,0,0,1,1,0,2,1,4,0,4,5,0,1,0,5,3,0,0,0,5,4,4,5,5,4,7,0,20,14,0,7,1,21,5,0,0
6/16/2020,211,11,24,18,59,37,32,32,21,3,9,0,118,92,1,75,5,53,21,5,52,0,1,0,2,3,1,2,2,0,5,6,0,9,0,1,1,0,0,1,4,2,3,3,5,2,4,0,16,8,0,7,1,12,3,0,1
1/28/2021,607,10,55,82,144,108,95,79,53,29,17,0,305,300,2,188,16,99,144,33,127,0,1,0,0,0,2,3,4,0,5,5,0,3,1,4,2,0,0,1,4,5,4,7,8,12,14,0,29,26,0,9,1,19,13,5,8
8/29/2020,234,4,27,24,73,37,41,25,22,12,0,0,128,106,0,102,6,27,61,8,30,0,0,0,0,1,1,1,1,0,2,2,0,1,1,0,2,0,0,2,3,4,2,4,5,7,0,0,12,15,0,11,0,9,5,0,2
12/25/2020,161,20,75,8,33,24,20,17,21,17,21,0,76,84,1,38,9,45,29,16,24,0,0,1,0,2,6,4,7,0,6,14,0,8,0,4,8,0,0,0,6,7,8,9,13,13,19,0,41,34,0,29,2,26,15,3,0
4/1/2020,462,24,183,3,57,69,87,85,91,41,29,0,243,215,4,99,19,223,63,16,42,0,0,1,1,1,7,6,8,0,12,12,0,3,1,20,0,0,0,1,4,13,26,40,43,31,25,0,78,105,0,39,5,101,26,8,4
3/26/2020,413,2,136,2,65,74,78,96,53,36,9,0,181,231,1,78,12,197,91,13,22,0,0,0,0,0,0,1,1,0,0,2,0,0,1,1,0,0,0,0,7,11,24,25,29,28,12,0,59,77,0,27,1,83,20,4,1
11/18/2020,2320,17,124,292,566,452,384,295,195,97,39,0,1179,1129,12,751,49,379,438,96,607,0,0,2,0,2,4,3,6,0,9,8,0,8,0,2,7,0,0,2,8,5,10,23,19,30,27,0,59,64,1,36,6,46,25,5,6
3/8/2021,325,5,24,53,101,61,35,32,31,8,4,0,165,159,1,91,19,57,73,23,62,0,0,0,0,2,1,2,0,0,2,3,0,3,0,2,0,0,0,0,2,2,1,4,8,4,3,0,15,9,0,5,0,12,5,2,0
3/8/2020,3,0,9,0,0,1,1,0,0,1,0,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,2,0,3,6,0,2,0,5,2,0,0
7/3/2020,176,5,29,14,53,36,26,18,16,9,4,0,107,68,1,42,2,45,31,10,46,0,0,0,0,0,2,1,2,0,3,2,0,1,0,4,0,0,0,4,2,2,6,3,4,5,3,0,12,17,0,4,0,15,5,2,3
10/1/2020,362,4,35,50,121,69,41,49,15,15,2,0,176,185,1,149,5,28,92,24,64,0,0,0,0,2,1,1,0,0,1,3,0,2,1,1,0,0,0,1,3,6,3,4,8,5,5,0,22,13,0,14,1,11,4,0,5
1/11/2021,1355,15,90,187,335,267,212,171,104,47,32,0,692,657,6,440,47,214,275,61,318,0,0,0,0,0,2,4,9,0,6,9,0,4,2,4,5,0,0,2,3,6,8,16,24,13,18,0,39,51,0,17,5,45,14,4,5
11/15/2020,833,13,131,85,191,162,137,110,84,35,28,1,443,390,0,220,24,130,225,56,178,0,0,0,0,0,5,4,4,0,7,6,0,7,1,4,1,0,0,4,10,11,18,13,25,27,23,0,71,60,0,45,2,56,20,5,3
1/20/2021,788,12,64,107,212,155,117,91,59,31,16,0,398,390,0,218,31,154,168,48,169,0,0,1,0,1,4,4,2,0,8,4,0,2,1,6,3,0,0,0,5,8,10,11,13,7,10,0,31,33,0,14,0,27,18,1,4
4/8/2020,705,36,174,11,86,100,107,155,129,69,48,0,349,352,4,171,20,304,105,31,74,0,0,0,1,7,8,9,11,0,13,23,0,3,2,22,9,0,0,1,1,14,16,38,41,37,26,0,65,108,1,38,5,89,30,12,0
5/12/2021,341,6,36,69,73,71,44,43,20,19,2,0,196,144,1,73,16,147,43,9,53,0,0,0,1,0,1,3,1,0,4,2,0,0,0,6,0,0,0,0,3,6,6,9,9,1,2,0,22,14,0,11,1,17,5,0,2
12/8/2020,2057,34,87,273,457,395,319,301,166,96,50,0,1059,989,9,740,56,277,328,112,544,0,1,2,3,5,6,5,12,0,12,22,0,13,4,11,6,0,0,2,7,9,15,15,17,12,10,0,53,34,0,23,5,31,14,7,7
6/11/2020,202,10,28,19,63,27,29,32,19,9,4,0,107,90,5,96,3,33,28,6,36,0,0,0,1,1,2,2,4,0,4,6,0,3,1,4,2,0,0,0,4,4,2,5,6,3,4,0,9,19,0,13,0,9,6,0,0
6/15/2021,50,1,,10,9,10,9,7,2,2,1,0,33,17,0,14,0,14,7,3,12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
6/21/2020,48,11,18,4,16,11,3,7,2,4,1,0,28,19,1,16,1,11,6,3,11,0,0,1,0,1,3,3,3,0,6,5,0,4,0,3,4,0,0,1,2,2,1,3,3,5,1,0,13,5,0,8,0,7,2,1,0
9/28/2020,420,2,35,56,101,76,69,53,40,14,11,0,216,200,4,181,2,53,81,11,92,0,0,0,1,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,5,2,3,5,7,6,7,0,17,18,0,7,1,17,7,2,1
4/28/2020,1321,56,179,68,244,232,253,248,156,68,52,0,618,674,29,578,17,244,110,85,287,0,0,0,3,5,9,10,29,0,23,33,0,13,5,26,12,0,0,2,10,18,22,42,28,30,27,0,73,106,0,64,6,64,30,15,0
8/1/2020,141,5,23,7,45,27,17,25,11,6,3,0,69,72,0,49,0,32,31,6,23,0,0,0,0,1,0,2,2,0,3,2,0,2,0,2,1,0,0,0,4,2,6,5,0,4,2,0,11,12,0,10,0,10,2,0,1
11/19/2020,2170,17,129,250,526,458,358,278,187,84,29,0,1115,1041,14,736,42,281,400,105,606,0,0,0,0,0,7,5,5,0,7,10,0,3,1,5,7,1,0,5,5,13,18,19,22,28,19,0,63,66,0,34,5,44,33,4,9
3/2/2021,327,7,30,46,103,62,43,31,25,11,6,0,180,143,4,77,17,50,88,19,76,0,0,0,0,1,0,2,4,0,4,3,0,4,1,2,0,0,0,0,2,2,5,5,4,8,4,0,17,13,0,14,1,8,5,0,2
11/5/2020,2638,6,120,289,763,579,387,313,187,70,50,0,1376,1249,13,955,43,332,497,139,672,0,0,1,0,1,0,0,4,0,3,3,0,1,0,1,3,1,0,2,9,12,9,25,30,19,14,0,53,67,0,34,3,47,21,10,5
9/5/2020,203,4,23,23,61,40,34,21,17,6,1,0,94,109,0,85,3,27,49,3,36,0,0,1,0,1,0,1,1,0,1,3,0,2,0,2,0,0,0,0,1,3,4,5,5,2,3,0,15,8,0,7,0,6,8,1,1
12/4/2020,1851,32,108,240,407,341,305,273,157,85,43,0,935,907,9,587,58,284,313,95,514,0,0,1,1,4,4,7,15,0,14,18,0,16,1,6,9,0,0,4,6,16,11,21,21,16,13,0,51,57,0,28,4,47,18,8,3
9/11/2020,343,5,20,51,94,83,40,37,21,14,3,0,171,171,1,151,6,40,85,13,48,0,0,1,0,2,0,1,1,0,0,5,0,4,0,1,0,0,0,0,2,3,1,5,5,1,3,0,9,11,0,12,1,3,4,0,0
12/14/2020,1463,21,122,159,330,302,213,201,128,81,49,0,766,689,8,390,47,257,252,69,448,0,0,0,0,2,3,10,6,0,13,8,0,11,2,6,2,0,0,7,9,12,12,19,21,21,21,0,59,63,0,37,1,47,26,4,7
12/13/2020,610,22,74,53,130,128,92,84,59,37,27,0,327,282,1,122,30,98,142,36,182,0,1,0,1,2,5,9,4,0,5,17,0,5,1,10,6,0,0,3,7,2,8,8,16,11,19,0,38,36,0,22,3,32,14,3,0
6/8/2020,274,15,40,21,63,48,49,41,24,15,13,0,138,133,3,137,3,45,29,10,50,0,0,1,1,2,2,3,6,0,6,9,0,5,1,5,3,1,0,1,7,2,7,8,5,4,6,0,21,19,0,13,2,14,8,3,0
8/7/2020,418,2,25,65,108,83,55,48,35,14,10,0,198,219,1,182,11,69,90,16,50,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,2,3,5,0,5,5,2,3,0,14,11,0,9,0,12,2,1,1
11/10/2020,3347,14,150,396,818,687,545,437,284,126,54,0,1715,1623,9,1219,85,455,648,143,797,0,0,0,1,0,1,7,5,0,10,4,0,3,0,8,3,0,0,0,4,15,16,27,36,31,21,0,65,85,0,43,3,55,29,11,9
6/1/2021,123,5,22,29,20,25,25,15,5,4,0,0,72,47,4,25,3,44,17,4,30,0,0,0,1,1,2,1,0,0,2,3,0,2,0,3,0,0,0,3,1,3,4,2,3,4,2,0,11,11,0,5,0,13,4,0,0
2/8/2021,389,13,58,47,73,68,62,54,44,19,22,0,208,178,3,98,19,89,86,20,77,0,0,2,2,2,2,3,2,0,6,7,0,5,1,2,5,0,0,1,9,7,3,7,3,16,12,0,35,23,0,14,1,21,15,4,3
11/21/2020,1264,18,105,160,294,248,194,161,115,60,32,0,641,622,1,383,46,177,279,71,308,0,0,0,0,3,4,4,7,0,8,10,0,6,2,7,3,0,0,3,11,13,16,9,17,18,18,0,46,59,0,31,3,36,24,5,6
4/24/2020,1073,53,166,30,177,171,186,190,158,73,88,0,501,533,39,418,29,221,146,59,200,0,1,2,0,6,11,15,18,0,19,34,0,14,2,21,16,0,0,3,4,21,16,34,41,25,22,0,75,90,1,67,3,59,25,11,1
6/10/2021,40,2,16,7,6,9,7,2,7,0,2,0,16,24,0,4,0,20,4,3,9,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,1,0,0,1,2,2,3,3,3,0,2,0,9,7,0,1,0,8,6,1,0
3/10/2021,334,9,19,53,100,64,42,42,21,7,5,0,168,166,0,94,11,48,84,20,77,0,0,0,2,1,1,3,2,0,3,6,0,2,1,2,3,0,1,0,3,0,1,4,4,4,3,0,10,9,0,6,1,7,2,2,1
1/30/2021,420,11,34,76,84,78,52,54,44,21,11,0,220,198,2,138,17,74,93,18,80,0,1,0,0,2,3,3,2,0,1,10,0,6,0,3,2,0,0,0,2,3,4,3,9,8,5,0,12,22,0,12,0,12,8,0,2
3/15/2021,366,6,39,43,107,69,63,30,34,12,8,0,200,166,0,85,26,71,92,26,66,0,0,0,0,0,4,0,2,0,3,3,0,3,0,2,1,0,0,1,3,3,3,5,12,5,7,0,25,14,0,7,3,14,6,6,3
7/30/2020,341,3,18,49,78,80,49,49,25,7,4,0,174,166,1,155,11,73,59,6,37,0,0,0,1,0,0,1,1,0,2,1,0,2,0,1,0,0,0,2,1,2,2,3,2,4,2,0,11,7,0,7,1,6,3,1,0
3/22/2021,537,1,31,58,160,111,80,78,33,13,4,0,267,269,1,121,25,117,153,28,93,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,5,6,5,4,6,2,3,0,15,16,0,6,1,15,8,1,0
1/4/2021,1878,10,94,229,477,386,304,225,138,72,47,0,987,881,10,646,53,278,380,104,417,0,0,0,0,1,2,3,4,0,4,6,0,5,1,0,4,0,0,2,7,5,8,18,17,15,22,0,47,47,0,28,3,37,17,3,6
1/24/2021,339,16,52,34,82,71,46,43,30,23,10,0,171,167,1,64,18,55,111,17,74,0,0,0,1,2,2,8,3,0,11,5,0,6,1,7,2,0,0,0,3,7,6,6,10,13,7,0,29,23,0,10,4,22,11,3,2
1/13/2021,1110,17,69,146,275,225,146,142,95,48,33,0,549,550,11,319,44,215,239,57,236,0,0,0,0,0,7,2,8,0,7,10,0,5,2,8,2,0,0,2,5,4,10,10,12,15,11,0,33,36,0,16,2,29,13,4,5
10/4/2020,152,5,28,19,34,26,20,25,13,12,3,0,63,89,0,38,6,25,45,6,32,0,0,0,0,0,0,1,4,0,3,2,0,1,0,1,3,0,0,0,2,4,2,3,6,10,1,0,14,14,0,3,0,16,6,1,2
5/12/2020,942,46,126,64,177,177,182,163,92,49,38,0,493,445,4,445,10,174,101,23,189,0,0,4,2,4,10,7,19,0,12,34,0,21,2,19,4,0,0,1,11,15,10,27,26,17,19,0,63,62,1,51,3,47,18,2,5
5/17/2021,350,6,47,59,85,74,44,39,34,8,7,0,199,151,0,62,9,142,43,15,79,0,0,0,0,0,1,3,2,0,2,4,0,3,0,3,0,0,0,2,6,5,7,10,7,5,5,0,18,29,0,7,0,34,2,0,4
3/25/2020,367,5,125,2,51,71,72,82,33,36,20,0,169,198,0,49,10,185,85,18,20,0,0,1,0,1,1,0,2,0,3,2,0,1,0,3,1,0,0,0,6,16,17,25,16,28,17,0,55,70,0,13,2,92,15,3,0
6/27/2020,129,5,15,11,41,21,23,13,10,7,3,0,64,65,0,45,2,34,21,4,23,0,0,0,0,0,1,2,2,0,4,1,0,1,0,3,1,0,0,1,4,0,2,1,4,0,3,0,9,6,0,6,0,6,1,1,1
10/9/2020,669,4,51,67,172,169,100,69,52,27,13,0,326,341,2,249,10,91,178,33,108,0,0,0,1,0,1,1,1,0,0,4,0,1,0,0,2,0,1,2,5,7,6,8,9,6,8,0,28,23,0,13,1,15,15,2,5
3/11/2021,344,1,31,39,103,79,47,36,27,5,8,0,157,184,3,86,14,50,100,23,71,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,4,4,3,5,8,4,2,0,17,14,0,11,1,8,6,1,4
10/22/2020,1307,4,71,146,332,308,214,136,92,53,26,0,680,621,6,493,22,178,287,49,278,0,0,1,1,0,0,2,0,0,2,2,0,1,0,1,2,0,0,0,7,6,9,15,8,10,16,0,46,25,0,28,1,21,13,6,2
1/18/2021,714,14,76,85,144,163,107,79,82,32,22,0,390,321,3,188,32,131,146,40,177,0,0,0,1,2,6,2,3,0,3,11,0,5,0,6,3,0,0,2,7,7,5,8,23,11,13,0,35,41,0,18,2,32,16,4,4
5/18/2020,944,33,111,67,235,152,189,149,83,46,23,0,494,439,11,432,10,149,74,36,243,0,0,2,2,2,5,10,12,0,13,20,0,10,1,13,9,0,0,1,14,11,15,20,13,20,17,0,51,60,0,40,0,45,15,4,7
5/5/2021,476,4,48,94,128,80,74,59,25,7,9,0,252,223,1,107,15,175,63,12,104,0,1,0,0,0,1,0,2,0,2,2,0,1,0,3,0,0,0,0,2,9,6,9,13,3,6,0,27,21,0,7,2,23,8,2,6
6/22/2020,218,9,30,23,60,34,38,26,19,15,3,0,113,104,1,101,3,43,28,5,38,0,1,0,0,2,3,1,2,0,5,4,0,7,0,1,1,0,0,1,4,5,4,5,4,4,3,0,14,16,0,15,0,12,3,0,0
11/4/2020,2514,8,108,304,708,562,366,288,172,84,30,0,1289,1214,11,908,63,345,559,102,537,0,0,0,0,0,1,2,5,0,5,3,0,5,0,1,2,0,0,5,4,6,10,28,18,28,9,0,57,51,0,35,1,38,25,4,5
7/31/2020,392,2,24,46,112,82,64,42,31,8,7,0,208,181,3,185,6,78,75,11,37,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,3,5,1,2,6,4,2,0,12,12,0,7,1,12,3,1,0
4/14/2021,767,7,53,141,213,176,113,62,36,11,15,0,406,356,5,169,25,219,163,35,156,0,0,1,0,1,1,2,2,0,3,4,0,2,0,3,1,0,1,4,5,8,6,6,10,4,10,0,31,22,0,10,1,33,5,3,1
6/6/2020,170,20,38,18,33,22,36,28,20,9,4,0,88,81,1,82,1,25,24,6,32,0,0,1,1,0,7,7,4,0,7,13,0,8,1,9,2,0,0,0,6,5,4,5,10,2,6,0,12,26,0,15,0,13,8,0,2
11/27/2020,1252,21,141,131,257,220,206,178,138,76,46,0,656,592,4,344,38,214,245,66,345,0,0,0,0,2,4,7,8,0,9,12,0,6,2,10,3,0,0,3,6,8,18,19,33,33,21,0,62,79,0,40,4,58,29,1,9
7/2/2020,256,6,25,25,80,44,39,28,22,10,8,0,144,112,0,80,7,61,50,6,52,0,0,0,0,1,1,1,3,0,3,3,0,3,0,2,1,0,0,1,5,4,4,2,4,1,4,0,12,13,0,6,0,8,6,3,2
9/23/2020,391,6,32,49,118,89,59,38,27,6,5,0,189,194,8,154,6,44,95,22,70,0,0,0,1,0,1,2,2,0,2,4,0,0,0,4,2,0,0,1,4,8,4,7,4,2,2,0,22,9,1,13,0,7,9,2,1
7/14/2020,324,3,23,46,82,69,49,38,23,15,2,0,184,138,2,138,3,71,64,8,40,0,0,0,0,1,0,1,1,0,3,0,0,2,0,0,1,0,0,0,2,3,2,5,6,5,0,0,14,9,0,10,0,10,2,1,0
4/6/2020,581,22,203,5,78,95,102,110,94,56,41,0,299,271,11,137,22,232,99,27,64,0,0,0,2,5,1,8,6,0,9,13,0,3,0,16,3,0,0,0,6,22,16,42,59,31,27,0,109,93,1,45,10,113,22,10,3
2/19/2021,319,7,30,47,82,63,41,43,13,16,14,0,163,154,2,81,11,52,72,24,79,0,0,0,1,0,1,3,2,0,2,5,0,1,0,5,1,0,0,0,3,5,2,3,4,3,10,0,14,16,0,7,2,14,4,0,3
11/22/2020,781,15,108,62,201,159,141,88,76,34,20,0,386,394,1,166,26,119,244,48,178,0,0,0,2,1,4,4,4,0,8,7,0,6,0,3,6,0,0,2,8,10,16,10,26,25,11,0,51,57,0,29,4,44,18,8,5
11/17/2020,2464,21,156,266,585,493,390,344,227,104,55,0,1271,1181,12,852,68,356,447,116,625,0,0,0,0,4,10,3,4,0,7,14,0,10,1,6,4,0,0,3,9,15,14,20,41,35,19,0,75,81,0,49,6,61,23,5,12
11/2/2020,2323,15,119,271,554,507,373,312,187,73,46,0,1189,1124,10,770,49,317,452,105,630,0,0,0,0,0,2,5,8,0,6,9,0,1,1,5,8,0,0,2,6,13,17,27,22,15,17,0,58,61,0,31,3,45,24,5,11
12/7/2020,2060,34,123,274,470,397,328,284,169,90,48,0,1068,981,11,766,61,336,313,104,480,0,0,0,3,5,3,10,13,0,10,24,0,12,3,10,9,0,0,7,13,9,9,26,23,14,22,0,57,65,1,35,4,52,20,4,8
5/6/2021,398,8,55,63,100,83,49,45,38,13,7,0,217,181,0,91,5,145,58,10,89,0,0,0,0,1,4,1,2,0,5,3,0,3,0,4,1,0,0,0,8,1,6,15,13,9,3,0,34,21,0,9,2,34,8,0,2
5/11/2020,1017,38,128,62,206,197,192,142,118,69,31,0,512,492,13,532,14,163,84,29,195,0,0,1,3,6,3,6,19,0,14,24,0,16,0,15,7,0,0,5,5,10,17,24,26,28,13,0,51,76,1,51,3,41,22,7,4
7/6/2020,283,5,31,23,80,66,41,35,21,11,6,0,150,129,4,86,11,68,49,7,62,0,0,0,0,1,2,0,2,0,4,1,0,1,0,2,2,0,0,1,3,3,5,6,4,5,4,0,18,13,0,4,1,16,7,0,3
5/7/2021,364,11,34,67,92,68,63,41,17,9,7,0,195,168,1,94,12,124,37,10,87,0,0,0,2,1,4,2,2,0,4,7,0,2,0,8,1,0,0,1,2,5,3,9,4,4,6,0,20,14,0,5,1,18,7,1,2
8/19/2020,486,5,21,58,151,90,57,71,39,13,7,0,257,228,1,204,4,83,107,26,62,0,0,0,1,0,2,1,1,0,3,2,0,2,0,1,2,0,0,1,2,2,1,6,2,6,1,0,11,10,0,4,0,11,4,0,2
5/22/2021,131,5,36,27,36,17,13,19,10,8,1,0,69,61,1,34,1,51,19,6,20,0,0,1,0,0,2,2,0,0,3,2,0,2,1,2,0,0,0,1,4,6,10,6,5,4,0,0,21,15,0,6,0,20,5,1,4
